index,k__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Lampanyctus;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupea;s__pallasii,k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Gadidae;g__Gadus;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Stenobrachius;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Uranoscopiformes;f__Ammodytidae;g__Ammodytes;s__personatus,k__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Salangidae;g__Mallotus;s__villosus,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Zaproridae;g__Zaprora;s__silenus,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Trichodontidae;g__Trichodon;s__trichodon,k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Gadidae;g__;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Hexagrammos;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Bathymasteridae;g__Bathymaster;s__signatus,k__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Notosudidae;g__Scopelosaurus;s__harryi,k__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Osmeridae;g__Thaleichthys;s__pacificus,k__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Melamphaidae;g__Poromitra;s__crassiceps,k__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Oncorhynchus;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cryptacanthodidae;g__Cryptacanthodes;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Zoarcidae;g__Lycodapus;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Hemilepidotus;s__hemilepidotus,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Stichaeidae;g__Leptoclinus;s__maculatus,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Jordaniidae;g__Jordania;s__zonope,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Stichaeidae;g__Anoplarchus;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Anoplopomatidae;g__Anoplopoma;s__fimbria,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Artedius;s__harringtoni,k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__Atheresthes;s__stomias,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Clinocottus;s__acuticeps,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Salmo;s__salar,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Rhamphocottidae;g__Rhamphocottus;s__richardsonii,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Ophiodon;s__elongatus,k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__;s__,k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Centrolophidae;g__Icichthys;s__lockingtoni,k__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Diaphus;s__theta,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Enophrys;s__bison,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Liparidae;g__Liparis;s__florae,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Agonidae;g__Nautichthys;s__oculofasciatus,k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Liparidae;g__Liparis;s__greeni,Species,Colony,Age,Year,Type,Plate
TUPU-MID-AD-2024-110,0,0,0,0,0,0,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-112,0,267,0,0,0,0,426,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-113,0,0,0,0,0,0,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-114,0,0,0,0,0,0,23714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-117,0,126,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-119,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-122,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-123,0,207,0,0,0,0,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-124,0,56,1148,0,0,0,29,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-125,0,27531,60,0,0,0,1057,0,49,0,0,0,0,0,0,0,97,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-126,0,56,0,0,0,0,21353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-127,0,84,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-129,0,161524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-130,0,4286,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-132,0,28,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-133,0,2113,0,0,0,0,49291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-134,0,0,0,0,0,0,43064,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-135,0,0,0,0,0,0,2489,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-136,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-137,0,0,0,0,0,0,6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-139,0,161949,0,0,0,0,132,0,0,72,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,113,0,17,0,0,63,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-141,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-142,0,0,0,0,0,0,10964,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-143,0,298,110,0,0,0,687,0,6850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-144,0,0,0,132,0,0,732,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-146,0,571,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-147,0,0,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-148,0,0,0,0,0,0,14407,0,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-150,0,2683,53,0,0,0,17046,0,549,0,34,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-151,0,114,0,0,0,0,66242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-152,0,0,0,0,0,0,99618,0,8307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-153,0,0,0,0,0,0,11550,0,4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-154,0,2455,8579,0,0,0,5942,0,29452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-156,0,337,5,0,0,0,37263,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-157,3,318,91140,0,0,0,179364,0,53792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,99
TUPU-MID-AD-2024-158,0,836,7297,0,0,0,10435,0,74864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-159,0,0,524,0,0,0,547,0,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-160,0,0,0,0,0,0,3549,0,7899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-161,0,0,1606,0,899,0,13347,0,22931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-163,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-166,0,37013,79548,0,0,36,0,0,17798,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-167,0,0,54697,0,0,25247,0,0,64782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-168,0,0,6748,0,0,0,72105,0,7541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-169,0,12980,68893,0,0,0,12095,0,91720,0,0,0,59,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-171,0,65,106,0,0,0,7448,0,2093,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-172,140,86,1519,0,0,0,0,0,9724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-176,0,0,7305,0,0,0,0,7,3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-178,0,673,5651,0,0,0,2055,0,8175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-179,0,9947,4053,0,0,17,549,0,1512,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,32,28,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-180,0,478,2742,33,0,8,6416,0,3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,114,0,0,0,4,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-181,0,1220,1010,0,0,6,9857,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-182,0,1859,11370,0,0,0,161,0,2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,14,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-183,0,16368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-184,0,0,1474,0,0,14,0,0,13359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,109
TUPU-MID-AD-2024-185,0,69336,6583,0,0,0,19719,0,9489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-186,0,205,3905,0,0,254,0,0,20218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-187,0,50125,23940,0,0,3,111341,0,56761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-189,0,573,134987,0,0,16,0,0,8860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-190,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-191,0,12238,179561,0,0,0,68624,0,33037,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-192,0,0,13559,0,0,0,68672,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-193,0,72408,129149,0,19954,6,850,0,11826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-194,0,10758,0,0,6,0,0,268075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-195,0,1853,127,0,0,0,11,0,279,135310,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-196,0,14915,3290,0,0,0,3360,0,5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-197,0,0,0,0,0,130296,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-198,0,92863,0,0,0,127215,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-199,0,511,169935,0,0,0,79077,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-200,0,136212,10293,0,0,0,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-201,0,487,90403,261,0,15,45915,0,62863,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,654,0,0,0,0,91,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-202,0,0,74124,0,0,844,0,0,218194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-203,0,0,4433,0,0,0,45500,0,6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-204,0,0,0,0,0,0,1853,0,12637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-210,0,0,40329,0,0,0,8287,0,17576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100
TUPU-MID-AD-2024-212,0,42830,43042,0,0,0,111,0,78272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-215,0,966,447,0,0,5,0,0,639,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-217,0,163766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-218,0,31715,3653,0,0,106,0,0,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-219,0,17787,62601,0,0,119,18738,0,29909,0,41,0,0,0,0,0,5,0,0,0,0,0,7,154,0,0,222,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-220,0,121794,32,123,0,0,3098,0,48226,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-221,0,0,131076,0,0,0,1420,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-222,0,29,648,0,0,0,1616,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-223,0,50237,36747,7,0,40,6,0,6983,0,0,0,0,0,0,0,136,0,0,0,0,0,0,14,0,0,53,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-224,0,4096,3169,0,0,0,0,0,3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-225,0,238,31939,0,0,0,732,0,3462,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,56,0,0,0,0,0,0,8,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-226,0,89374,0,11,0,55,18,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-227,0,18362,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-228,0,3737,128654,0,0,5670,691,0,1000,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-229,0,0,0,0,0,0,17,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-230,0,122690,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-231,0,0,113081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-232,0,71808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-233,0,85530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-234,0,0,12193,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-235,0,3163,121,764,0,0,52278,0,21,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-237,0,313,123125,0,0,0,0,0,27072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-238,0,1806,169,148,0,2,92044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-239,0,35956,19538,0,0,9,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-240,0,89120,0,0,0,0,65,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-242,0,9647,127861,0,0,0,33808,0,11116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-245,0,0,13137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-246,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
TUPU-MID-AD-2024-247,0,115152,136,0,0,0,2,0,0,0,0,0,0,0,0,0,12717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101
